order_id,customer_id,product,category,price,quantity,discount_percent,total_amount,city,region,store,sales_channel,size,payment_method,order_date,rating
18120,,Running Shoes,Footwear,6667.0,4.0,9.0,24267.88,Mumbai,South,Puma Store A,Store,M,Card,2023-10-22,2.0
,,Jacket,Apparel,4798.0,4.0,15.0,16313.2,Mumbai,South,Puma Store B,Online,XL,UPI,2023-09-28,4.0
18122,2306,Shorts,Unknown,4914.0,4.0,20.0,15724.8,Hyderabad,South,Puma Store B,Store,Unknown,Cash,2023-03-13,1.0
18123,3873,Cap,Accessories,991.0,4.0,2.0,3884.72,Delhi,Unknown,Puma Store C,Store,XL,Card,2023-03-08,2.0
18124,4528,Jacket,Apparel,4293.0,1.0,1.0,4250.07,Unknown,North,Puma Store B,Store,L,Cash,2023-01-28,5.0
18125,1103,Jacket,Apparel,3842.0,4.0,15.0,15214.32,Delhi,South,Puma Store C,Online,S,Cash,2023-10-15,2.0
18128,2095,Sneakers,Unknown,3397.0,3.0,23.0,7847.070000000001,Delhi,North,Puma Store B,Online,XL,UPI,2023-05-22,3.0
18130,4050,Shorts,Unknown,1529.0,2.0,15.0,2232.34,Pune,West,Puma Store A,Store,L,Card,2023-06-24,1.0
18133,2388,Cap,Accessories,983.0,4.0,15.0,3342.2,Delhi,West,Puma Store C,Online,Unknown,Cash,2023-06-24,3.0
18134,3005,Jacket,Apparel,1000.0,4.0,3.0,3880.0,Pune,West,Puma Store B,Store,M,UPI,2023-08-17,2.0
,4304,Running Shoes,Footwear,6389.0,2.0,15.0,9839.06,Hyderabad,Unknown,Puma Store A,Store,Unknown,Card,,2.0
18136,3389,T-shirt,Apparel,1670.0,4.0,15.0,5678.0,Mumbai,South,Puma Store A,Online,L,Card,2023-03-24,2.0
18137,4663,Sneakers,Footwear,8259.0,4.0,23.0,25437.72,Hyderabad,North,Unknown,Store,XL,Cash,2023-08-13,1.0
18138,1920,Shorts,Apparel,3089.0,3.0,23.0,7135.59,Mumbai,Unknown,Puma Store A,Store,S,Card,2023-07-30,2.0
18139,4264,T-shirt,Apparel,3216.0,1.0,14.0,2765.76,Delhi,West,Puma Store C,Unknown,XL,UPI,2023-06-01,1.0
18140,4885,Running Shoes,Footwear,5186.0,2.0,30.0,7260.4,Bangalore,West,Puma Store A,Online,S,UPI,2023-08-22,2.0
18141,2896,Running Shoes,Footwear,4463.0,2.0,23.0,6873.02,Bangalore,West,Puma Store C,Online,XL,Card,2023-11-14,4.0
18142,2110,Cap,Accessories,1370.0,1.0,19.0,1109.7,Delhi,South,Puma Store B,Store,L,UPI,2023-04-04,1.0
18143,3496,Cap,Accessories,1015.0,2.0,16.0,1705.2,Pune,Unknown,Puma Store A,Store,M,Card,2023-02-15,4.0
18145,2289,Jacket,Apparel,1367.0,2.0,20.0,2187.2000000000003,Unknown,North,Puma Store C,Store,L,Cash,2023-02-24,3.0
18146,3700,Cap,Accessories,1535.0,2.0,18.0,2517.4,Hyderabad,West,Puma Store C,Online,S,UPI,2023-07-03,5.0
18149,2409,Running Shoes,Footwear,3505.0,4.0,10.0,12618.0,Bangalore,Unknown,Puma Store C,Store,M,Card,2023-02-10,4.0
18151,4727,Cap,Accessories,613.0,4.0,15.0,1937.08,Bangalore,North,Puma Store A,Store,S,Card,2023-03-27,4.0
18153,,Cap,Accessories,1474.0,2.0,14.0,2535.28,Mumbai,South,Puma Store A,Online,XL,Card,2023-03-11,2.0
18154,3832,T-shirt,Apparel,2375.0,2.0,23.0,3657.5,Bangalore,South,Puma Store A,Online,S,UPI,2023-04-17,2.0
18155,4109,Jacket,Unknown,3004.0,2.0,14.0,5166.88,Hyderabad,South,Puma Store A,Store,XL,UPI,2023-02-12,3.0
18156,1330,T-shirt,Apparel,4109.0,4.0,7.0,15285.48,Bangalore,West,Puma Store A,Online,XL,UPI,2023-08-27,3.0
18157,3939,Sneakers,Footwear,3098.0,1.0,29.0,2199.58,Pune,South,Puma Store B,Store,XL,Cash,2023-03-11,5.0
18158,1610,Jacket,Apparel,1770.0,4.0,22.0,5522.400000000001,Delhi,South,Puma Store B,Unknown,L,Cash,2023-11-24,1.0
18159,4167,T-shirt,Apparel,3210.0,4.0,20.0,10272.0,Hyderabad,West,Unknown,Online,M,UPI,2023-06-27,4.0
18160,2515,Sneakers,Footwear,6921.0,4.0,24.0,21039.84,Mumbai,South,Puma Store C,Store,XL,Unknown,2023-06-23,2.0
18162,1314,Cap,Accessories,1715.0,2.0,30.0,2401.0,Pune,West,Puma Store B,Online,M,Unknown,2023-06-27,5.0
18163,2817,Running Shoes,Footwear,11033.0,4.0,15.0,43249.36,Pune,West,Puma Store A,Store,XL,UPI,2023-03-27,3.0
18164,1924,Jacket,Apparel,3883.0,1.0,15.0,3300.55,Mumbai,South,Puma Store B,Online,S,Unknown,2023-01-05,3.0
18165,3917,Running Shoes,Footwear,3877.0,2.0,12.0,6823.52,Delhi,South,Puma Store A,Online,XL,Unknown,2023-03-14,1.0
18166,2199,Running Shoes,Footwear,6093.0,2.0,1.0,12064.14,Pune,West,Puma Store C,Unknown,M,Cash,2023-10-10,1.0
18167,3524,Cap,Accessories,1745.0,4.0,15.0,5933.0,Unknown,North,Puma Store C,Online,S,Cash,,3.0
18170,3133,Jacket,Apparel,4188.0,1.0,18.0,3434.1600000000003,Bangalore,North,Puma Store A,Online,Unknown,Card,2023-02-27,5.0
,3057,Shorts,Apparel,1082.0,3.0,18.0,2661.7200000000003,Bangalore,South,Puma Store A,Store,L,UPI,2023-10-18,5.0
18174,2390,Unknown,Footwear,3851.0,1.0,18.0,3157.82,Pune,South,Puma Store C,Store,S,UPI,2023-11-11,3.0
18176,2950,T-shirt,Unknown,3362.0,1.0,11.0,2992.18,Hyderabad,West,Puma Store B,Online,M,Card,2023-03-01,4.0
18177,2920,Running Shoes,Footwear,8794.0,4.0,30.0,24623.2,Pune,North,Puma Store C,Store,L,Unknown,2023-06-06,3.0
18178,2638,Running Shoes,Footwear,4840.0,1.0,23.0,3726.8,Pune,North,Puma Store C,Store,Unknown,Card,2023-08-19,3.0
18179,1578,Running Shoes,Footwear,11097.0,2.0,7.0,20640.42,Delhi,West,Puma Store C,Store,XL,Card,2023-04-25,3.0
18181,4190,Sneakers,Footwear,7269.0,2.0,7.0,13520.339999999998,Mumbai,South,Puma Store C,Online,L,UPI,2023-09-28,2.0
,4592,Jacket,Apparel,2405.0,3.0,15.0,6132.75,Hyderabad,South,Puma Store C,Unknown,M,Cash,2023-09-09,4.0
18183,2710,Jacket,Apparel,1287.0,3.0,16.0,3243.24,Delhi,North,Puma Store C,Online,XL,Card,2023-10-30,3.0
18184,2631,Unknown,Footwear,3970.0,4.0,11.0,14133.2,Delhi,South,Puma Store C,Store,M,Cash,2023-12-05,1.0
18185,2215,Unknown,Footwear,3294.0,4.0,9.0,11990.16,Delhi,Unknown,Puma Store C,Online,L,UPI,,5.0
18186,3211,Jacket,Apparel,2121.0,3.0,25.0,4772.25,Bangalore,South,Puma Store B,Unknown,S,Card,2023-06-26,5.0
18187,1866,Sneakers,Footwear,3045.0,2.0,23.0,4689.3,Delhi,Unknown,Puma Store B,Store,S,Card,2023-08-21,1.0
18191,2071,T-shirt,Apparel,1533.0,4.0,24.0,4660.32,Hyderabad,North,Puma Store B,Online,M,Cash,2023-11-28,1.0
18194,2734,T-shirt,Apparel,2158.0,2.0,30.0,3021.2,Hyderabad,West,Puma Store B,Store,S,UPI,2023-07-19,1.0
18195,4264,Sneakers,Footwear,6620.0,1.0,5.0,6289.0,Bangalore,West,Puma Store A,Online,S,UPI,2023-02-11,3.0
18196,1801,Shorts,Apparel,3032.0,3.0,17.0,7549.679999999999,Pune,West,Puma Store B,Online,L,UPI,2023-10-28,3.0
18197,3275,Shorts,Unknown,3216.0,3.0,17.0,8007.839999999999,Bangalore,West,Puma Store C,Store,S,Cash,2023-02-28,2.0
18199,,Sneakers,Footwear,6914.0,3.0,16.0,17423.28,Hyderabad,West,Puma Store A,Store,XL,UPI,2023-10-10,5.0
18200,1675,Shorts,Unknown,4315.0,3.0,2.0,12686.1,Delhi,North,Unknown,Store,M,Cash,2023-06-11,2.0
18201,4321,Sneakers,Footwear,8767.0,1.0,18.0,7188.9400000000005,Mumbai,West,Unknown,Store,S,Unknown,2023-02-02,4.0
18202,3643,T-shirt,Apparel,2093.0,1.0,2.0,2051.14,Bangalore,South,Puma Store C,Online,M,UPI,2023-04-18,1.0
18203,2870,Jacket,Apparel,4358.0,1.0,28.0,3137.76,Delhi,South,Puma Store C,Store,XL,Card,2023-12-13,4.0
18205,1032,Running Shoes,Footwear,9620.0,4.0,13.0,33477.6,Hyderabad,South,Puma Store A,Store,M,Card,2023-03-17,2.0
,4785,T-shirt,Unknown,1599.0,4.0,1.0,6332.04,Delhi,West,Puma Store A,Store,S,UPI,2023-05-11,3.0
18207,,Unknown,Footwear,4191.0,2.0,24.0,6370.32,Delhi,West,Puma Store B,Online,S,UPI,2023-11-15,1.0
,4356,Cap,Accessories,1903.0,2.0,29.0,2702.26,Delhi,North,Puma Store A,Store,M,UPI,,3.0
18211,2743,T-shirt,Apparel,4663.0,3.0,12.0,12310.32,Hyderabad,South,Puma Store B,Unknown,Unknown,Cash,2023-01-20,2.0
18214,2350,Unknown,Accessories,579.0,3.0,3.0,1684.89,Pune,West,Puma Store A,Store,XL,UPI,,3.0
18215,1611,T-shirt,Apparel,4856.0,3.0,23.0,11217.36,Bangalore,South,Puma Store B,Store,Unknown,Card,2023-04-14,1.0
18216,4950,T-shirt,Unknown,3130.0,2.0,28.0,4507.2,Unknown,North,Puma Store C,Store,XL,Cash,2023-03-09,3.0
18217,,Shorts,Apparel,3250.0,4.0,27.0,9490.0,Pune,South,Puma Store B,Online,M,Card,2023-06-10,1.0
18219,4254,Running Shoes,Footwear,8830.0,4.0,20.0,28256.0,Pune,North,Unknown,Online,L,Cash,,5.0
18220,2950,Unknown,Apparel,3105.0,2.0,3.0,6023.7,Pune,West,Puma Store A,Store,L,Cash,2023-06-21,3.0
18221,4660,T-shirt,Apparel,1734.0,4.0,17.0,5756.88,Pune,Unknown,Puma Store C,Online,L,Card,2023-01-13,4.0
18222,,Jacket,Apparel,4340.0,1.0,22.0,3385.2000000000003,Delhi,North,Puma Store A,Online,XL,Cash,2023-09-17,3.0
18223,2868,Cap,Accessories,808.0,2.0,24.0,1228.16,Hyderabad,South,Puma Store B,Online,S,Cash,2023-10-14,2.0
18224,1039,T-shirt,Apparel,4223.0,4.0,20.0,13513.6,Pune,West,Unknown,Store,S,UPI,2023-05-28,3.0
18225,4886,Unknown,Apparel,4389.0,1.0,6.0,4125.66,Delhi,North,Puma Store A,Store,S,Card,2023-06-05,3.0
18226,3860,Shorts,Apparel,3489.0,4.0,13.0,12141.72,Unknown,South,Puma Store C,Store,L,Cash,2023-11-23,4.0
18227,3198,Jacket,Apparel,1614.0,1.0,26.0,1194.36,Mumbai,West,Puma Store A,Unknown,XL,UPI,2023-01-19,2.0
18228,3501,Shorts,Unknown,3218.0,3.0,27.0,7047.42,Hyderabad,West,Puma Store A,Online,S,UPI,2023-01-27,4.0
18230,2890,Jacket,Apparel,3820.0,2.0,10.0,6876.0,Pune,North,Puma Store C,Store,M,Unknown,2023-12-04,3.0
18231,,Jacket,Unknown,4039.0,1.0,9.0,3675.49,Delhi,West,Puma Store C,Online,S,Cash,2023-10-13,4.0
18233,4198,Running Shoes,Unknown,9941.0,2.0,5.0,18887.9,Delhi,South,Puma Store B,Online,XL,Card,2023-07-30,2.0
18234,4687,Shorts,Apparel,1096.0,3.0,5.0,3123.6,Hyderabad,South,Puma Store C,Online,XL,Cash,2023-08-30,4.0
18236,3763,Sneakers,Footwear,10743.0,4.0,12.0,37815.36,Bangalore,West,Puma Store A,Online,M,UPI,,3.0
18237,,Shorts,Apparel,3430.0,1.0,8.0,3155.6000000000004,Pune,South,Puma Store B,Online,XL,Cash,2023-05-11,1.0
18238,2975,Shorts,Apparel,2600.0,1.0,3.0,2522.0,Bangalore,West,Puma Store A,Unknown,Unknown,Card,2023-12-13,5.0
18239,4494,Sneakers,Footwear,3474.0,3.0,8.0,9588.24,Bangalore,South,Puma Store C,Store,S,UPI,2023-05-23,2.0
18240,4829,Unknown,Apparel,2177.0,2.0,21.0,3439.6600000000003,Unknown,North,Puma Store C,Online,M,Cash,2023-05-28,4.0
18241,1428,Unknown,Apparel,2811.0,4.0,22.0,8770.32,Bangalore,North,Puma Store C,Online,M,Cash,2023-05-05,5.0
18242,4890,Sneakers,Footwear,6466.0,3.0,15.0,15324.42,Mumbai,West,Puma Store B,Store,M,UPI,2023-03-20,1.0
18243,1767,T-shirt,Apparel,1913.0,4.0,25.0,5739.0,Hyderabad,West,Puma Store A,Online,M,Card,,2.0
18246,3650,Sneakers,Footwear,7462.0,1.0,5.0,7088.9,Delhi,Unknown,Puma Store C,Store,XL,UPI,2023-06-12,3.0
18247,3673,T-shirt,Apparel,2841.0,1.0,0.0,2841.0,Mumbai,South,Puma Store A,Online,XL,Cash,2023-09-09,4.0
18248,1441,Cap,Accessories,486.0,4.0,15.0,1652.4,Mumbai,West,Puma Store B,Online,S,Unknown,,2.0
18249,3138,Sneakers,Footwear,9860.0,3.0,3.0,28692.6,Unknown,Unknown,Puma Store A,Online,XL,Cash,2023-05-25,1.0
18250,3984,T-shirt,Apparel,2107.0,3.0,15.0,4993.59,Mumbai,North,Puma Store A,Online,S,Cash,2023-07-23,2.0
18251,4552,Sneakers,Footwear,11125.0,4.0,14.0,38270.0,Delhi,West,Puma Store C,Store,L,Unknown,2023-03-11,4.0
,2200,T-shirt,Apparel,1628.0,3.0,23.0,3760.68,Pune,North,Puma Store A,Unknown,S,Unknown,2023-05-06,2.0
18253,4922,Jacket,Apparel,4361.0,2.0,25.0,6541.5,Delhi,West,Puma Store C,Store,L,Unknown,2023-09-12,2.0
18256,,Jacket,Apparel,1108.0,1.0,5.0,1052.6,Pune,South,Puma Store C,Store,S,Cash,2023-05-05,2.0
18257,3673,Unknown,Accessories,1079.0,4.0,11.0,3841.24,Hyderabad,North,Puma Store B,Online,XL,Card,2023-07-19,2.0
18261,4468,Cap,Accessories,1942.0,4.0,24.0,5903.68,Pune,North,Puma Store C,Online,L,Card,2023-11-28,4.0
18263,3073,Shorts,Apparel,1972.0,2.0,15.0,3352.4,Hyderabad,West,Puma Store A,Unknown,S,Cash,2023-07-20,5.0
18265,3365,Unknown,Footwear,10747.0,3.0,2.0,31596.18,Hyderabad,West,Puma Store C,Online,S,Cash,2023-04-30,1.0
18266,3580,Jacket,Apparel,2391.0,4.0,19.0,7746.84,Bangalore,West,Puma Store A,Unknown,Unknown,Cash,2023-03-17,3.0
18267,3836,Shorts,Apparel,2149.0,1.0,14.0,1848.14,Hyderabad,North,Puma Store B,Online,L,UPI,2023-11-27,2.0
,1209,Cap,Accessories,1638.0,1.0,15.0,1343.16,Pune,South,Puma Store A,Store,L,UPI,2023-02-28,4.0
18271,2082,Running Shoes,Footwear,8573.0,1.0,17.0,7115.589999999999,Delhi,North,Puma Store A,Store,XL,Card,2023-06-04,5.0
,,Shorts,Unknown,2801.0,3.0,15.0,7142.55,Mumbai,North,Puma Store C,Online,S,Cash,2023-07-04,1.0
18273,,Running Shoes,Footwear,10944.0,4.0,14.0,37647.36,Mumbai,West,Puma Store A,Store,Unknown,Unknown,2023-08-30,3.0
18274,2305,Jacket,Apparel,3874.0,1.0,11.0,3447.86,Delhi,North,Puma Store C,Store,S,Cash,2023-02-08,4.0
18275,,Shorts,Apparel,2584.0,1.0,26.0,1912.16,Pune,North,Puma Store A,Online,L,UPI,2023-05-24,5.0
,,Running Shoes,Footwear,6127.0,3.0,8.0,16910.52,Delhi,North,Puma Store A,Unknown,S,UPI,2023-01-25,1.0
18277,4687,Shorts,Apparel,1397.0,2.0,3.0,2710.18,Delhi,North,Puma Store B,Store,Unknown,Cash,2023-02-13,1.0
,1168,Sneakers,Footwear,11723.0,4.0,13.0,40796.04,Delhi,South,Puma Store A,Online,XL,UPI,2023-03-04,3.0
18280,2618,Cap,Unknown,461.0,3.0,20.0,1106.4,Bangalore,West,Puma Store B,Online,S,Cash,2023-09-09,5.0
18281,1353,Sneakers,Footwear,10242.0,2.0,0.0,20484.0,Unknown,West,Puma Store A,Online,M,Card,2023-06-06,3.0
,1055,Cap,Accessories,1769.0,1.0,6.0,1662.86,Hyderabad,North,Puma Store C,Store,L,Cash,2023-03-04,3.0
,1416,Unknown,Footwear,6233.0,3.0,28.0,13463.28,Pune,South,Puma Store C,Store,Unknown,Card,2023-05-24,5.0
18287,3095,Cap,Accessories,1385.0,3.0,0.0,4155.0,Delhi,West,Puma Store A,Online,M,Cash,2023-08-24,5.0
18288,4843,Sneakers,Unknown,6761.0,1.0,14.0,5814.46,Bangalore,Unknown,Puma Store B,Store,M,Card,2023-06-15,3.0
18289,3010,Sneakers,Footwear,11402.0,3.0,17.0,28390.98,Bangalore,West,Puma Store C,Store,S,Card,2023-02-07,5.0
18290,4895,Cap,Accessories,882.0,3.0,27.0,1931.58,Mumbai,Unknown,Puma Store B,Store,L,UPI,2023-04-09,1.0
18293,4251,Cap,Accessories,788.0,3.0,18.0,1938.48,Bangalore,West,Puma Store A,Online,M,Cash,2023-10-10,5.0
,,T-shirt,Apparel,1657.0,1.0,21.0,1309.03,Mumbai,South,Puma Store C,Store,L,Cash,2023-04-21,5.0
18295,1389,Unknown,Footwear,5531.0,4.0,15.0,17699.2,Mumbai,South,Puma Store A,Online,XL,Cash,2023-08-05,5.0
18296,1050,T-shirt,Apparel,3447.0,1.0,16.0,2895.48,Mumbai,South,Puma Store C,Store,XL,Cash,2023-04-09,5.0
18297,3298,T-shirt,Apparel,1067.0,2.0,17.0,1771.22,Hyderabad,South,Puma Store C,Online,XL,Cash,,4.0
18298,4796,Jacket,Apparel,2032.0,3.0,18.0,4998.72,Delhi,South,Puma Store C,Online,XL,UPI,2023-04-04,1.0
18300,4185,Shorts,Apparel,1763.0,3.0,21.0,4178.31,Unknown,South,Puma Store B,Unknown,S,Cash,2023-06-28,5.0
18301,3731,Unknown,Unknown,400.0,2.0,24.0,608.0,Delhi,South,Puma Store A,Online,Unknown,Card,2023-06-16,5.0
18302,4655,Jacket,Apparel,3415.0,3.0,26.0,7581.3,Mumbai,West,Puma Store A,Store,L,Card,2023-12-22,4.0
18303,3842,Cap,Accessories,626.0,3.0,30.0,1314.6,Hyderabad,Unknown,Puma Store B,Online,M,Cash,2023-02-22,3.0
18305,1776,Cap,Accessories,1640.0,1.0,7.0,1525.1999999999998,Bangalore,West,Puma Store A,Store,XL,UPI,2023-03-19,3.0
18306,,Cap,Accessories,301.0,1.0,22.0,234.78,Bangalore,West,Puma Store C,Unknown,M,UPI,2023-03-17,2.0
18308,1963,Jacket,Apparel,4958.0,4.0,4.0,19038.72,Bangalore,South,Puma Store A,Store,M,UPI,2023-10-01,1.0
18309,1503,Sneakers,Footwear,7361.0,1.0,11.0,6551.29,Pune,South,Puma Store A,Store,XL,UPI,2023-06-07,2.0
18310,4210,Running Shoes,Footwear,4019.0,2.0,20.0,6430.400000000001,Pune,South,Puma Store A,Online,Unknown,Unknown,2023-03-24,5.0
,2445,Shorts,Apparel,2925.0,1.0,6.0,2749.5,Mumbai,South,Puma Store B,Online,M,Cash,2023-09-01,3.0
18313,4738,Cap,Accessories,1830.0,3.0,8.0,5050.8,Bangalore,North,Puma Store C,Store,XL,Cash,2023-10-10,1.0
18314,,Cap,Accessories,1095.0,1.0,30.0,766.5,Hyderabad,North,Puma Store B,Unknown,M,Cash,2023-12-27,3.0
18316,4686,Jacket,Apparel,4696.0,2.0,3.0,9110.24,Delhi,West,Puma Store A,Online,Unknown,Cash,,2.0
18317,4448,Running Shoes,Footwear,3215.0,4.0,4.0,12345.6,Unknown,South,Puma Store A,Online,Unknown,Cash,,5.0
18319,2442,Cap,Accessories,1852.0,1.0,28.0,1333.44,Delhi,West,Puma Store A,Online,S,Cash,2023-08-22,3.0
18320,2708,Jacket,Unknown,1291.0,1.0,6.0,1213.54,Bangalore,West,Puma Store C,Online,Unknown,UPI,2023-06-30,5.0
18322,4036,Jacket,Apparel,3256.0,1.0,6.0,3060.64,Unknown,South,Puma Store A,Store,M,Unknown,2023-11-03,3.0
18323,3129,T-shirt,Apparel,1801.0,2.0,16.0,3025.68,Bangalore,West,Puma Store A,Store,M,Cash,2023-09-29,1.0
18324,,Running Shoes,Footwear,3810.0,2.0,18.0,6248.400000000001,Pune,South,Puma Store B,Unknown,L,Card,2023-09-17,4.0
18327,4395,Running Shoes,Footwear,10759.0,3.0,28.0,23239.44,Hyderabad,South,Puma Store B,Store,XL,Cash,2023-07-10,3.0
18328,3996,T-shirt,Apparel,4824.0,4.0,12.0,16980.48,Hyderabad,West,Puma Store B,Online,M,Unknown,2023-02-07,2.0
18329,,Shorts,Apparel,4129.0,2.0,17.0,6854.139999999999,Delhi,North,Puma Store A,Online,L,Cash,2023-06-01,5.0
18330,,Cap,Accessories,1294.0,1.0,17.0,1074.02,Delhi,West,Puma Store A,Online,XL,UPI,,3.0
18331,4883,Running Shoes,Footwear,5243.0,4.0,10.0,18874.8,Mumbai,South,Puma Store B,Online,S,Cash,2023-11-21,4.0
18332,,Shorts,Apparel,3334.0,4.0,17.0,11068.88,Unknown,North,Unknown,Unknown,XL,Card,2023-05-02,1.0
18333,4234,T-shirt,Apparel,4884.0,4.0,11.0,17387.04,Mumbai,Unknown,Puma Store B,Unknown,XL,Card,2023-07-29,1.0
18335,4156,Jacket,Apparel,1929.0,1.0,21.0,1523.91,Delhi,Unknown,Puma Store B,Store,XL,Card,2023-02-22,1.0
18336,3265,Cap,Unknown,953.0,3.0,7.0,2658.87,Unknown,North,Puma Store A,Unknown,M,Cash,2023-11-20,2.0
18337,3378,T-shirt,Apparel,2238.0,1.0,17.0,1857.54,Mumbai,North,Puma Store A,Store,L,Card,2023-10-24,4.0
18338,1766,Unknown,Apparel,3535.0,1.0,25.0,2651.25,Bangalore,West,Puma Store B,Store,S,Card,2023-03-04,5.0
18339,1597,Running Shoes,Footwear,4526.0,2.0,24.0,6879.52,Unknown,North,Puma Store B,Store,L,UPI,2023-09-17,3.0
18340,4812,Sneakers,Footwear,9585.0,4.0,1.0,37956.6,Delhi,South,Puma Store B,Store,M,Unknown,,4.0
18341,4208,Jacket,Apparel,4906.0,4.0,2.0,19231.52,Bangalore,West,Puma Store A,Online,L,UPI,2023-12-09,3.0
18343,4535,Sneakers,Footwear,10669.0,4.0,15.0,32007.0,Mumbai,West,Puma Store A,Store,XL,Cash,,2.0
18344,3198,Cap,Accessories,1651.0,4.0,15.0,5811.52,Mumbai,West,Puma Store C,Store,L,UPI,2023-11-07,3.0
,4107,Shorts,Apparel,3428.0,3.0,5.0,9769.8,Mumbai,West,Puma Store A,Store,M,Card,2023-09-10,5.0
18346,3135,T-shirt,Apparel,3378.0,3.0,1.0,10032.66,Pune,North,Puma Store B,Store,XL,Cash,2023-07-02,1.0
,1236,Sneakers,Footwear,7168.0,4.0,15.0,24944.64,Unknown,Unknown,Puma Store C,Store,M,Card,2023-01-02,4.0
18351,4457,Jacket,Apparel,2087.0,2.0,14.0,3589.64,Bangalore,North,Unknown,Online,Unknown,Unknown,2023-04-09,3.0
,2558,Sneakers,Footwear,10001.0,3.0,15.0,23102.31,Delhi,North,Unknown,Online,XL,Card,2023-10-28,5.0
18353,1840,T-shirt,Apparel,1996.0,3.0,7.0,5568.839999999999,Hyderabad,North,Puma Store C,Online,XL,UPI,,3.0
18354,3171,Shorts,Apparel,1270.0,3.0,16.0,3200.4,Pune,North,Unknown,Unknown,L,Cash,2023-06-10,1.0
18355,,Cap,Accessories,749.0,4.0,21.0,2366.84,Hyderabad,North,Puma Store B,Store,M,Card,2023-12-08,1.0
18356,4851,Running Shoes,Footwear,3570.0,3.0,17.0,8889.3,Mumbai,Unknown,Puma Store C,Store,M,Cash,2023-10-10,5.0
18357,4623,Jacket,Apparel,3549.0,2.0,15.0,5891.34,Pune,North,Puma Store C,Online,M,Card,2023-06-05,3.0
18358,3052,Cap,Accessories,1748.0,4.0,1.0,6922.08,Mumbai,South,Puma Store A,Store,XL,Cash,2023-01-02,1.0
18361,3718,Jacket,Apparel,856.0,4.0,15.0,3424.0,Mumbai,West,Puma Store C,Store,L,Card,2023-03-15,4.0
18363,1843,T-shirt,Apparel,1581.0,4.0,3.0,6134.28,Mumbai,South,Puma Store B,Store,S,Cash,2023-05-15,3.0
18364,3875,Cap,Accessories,475.0,3.0,22.0,1111.5,Bangalore,South,Unknown,Online,L,Card,2023-11-24,2.0
18365,4486,T-shirt,Apparel,3618.0,4.0,21.0,11432.88,Pune,North,Puma Store C,Store,M,Cash,2023-06-22,4.0
18369,4439,T-shirt,Unknown,3489.0,4.0,15.0,13537.32,Hyderabad,West,Puma Store C,Online,M,Card,2023-03-06,4.0
18370,2159,Jacket,Apparel,3306.0,4.0,7.0,12298.32,Hyderabad,South,Puma Store A,Online,S,Card,2023-05-31,1.0
18371,3716,Cap,Accessories,1197.0,1.0,1.0,1185.03,Mumbai,North,Unknown,Online,M,Card,2023-09-04,3.0
18373,1286,Shorts,Apparel,1649.0,3.0,18.0,4056.54,Pune,Unknown,Puma Store A,Unknown,XL,Cash,2023-01-11,2.0
18374,2267,Sneakers,Footwear,8362.0,1.0,21.0,6605.9800000000005,Hyderabad,South,Puma Store B,Store,S,UPI,2023-11-09,3.0
,3557,Running Shoes,Footwear,6327.0,1.0,1.0,6263.73,Delhi,South,Puma Store A,Online,S,Cash,,5.0
18376,1588,Shorts,Unknown,2819.0,1.0,5.0,2678.05,Bangalore,South,Puma Store A,Store,M,Card,2023-10-27,3.0
18377,2108,Cap,Accessories,1642.0,3.0,22.0,3842.28,Mumbai,West,Puma Store C,Online,Unknown,UPI,2023-04-13,5.0
18378,4120,Unknown,Apparel,4371.0,3.0,20.0,10490.4,Hyderabad,South,Puma Store A,Online,XL,Cash,2023-08-11,1.0
18379,3037,T-shirt,Apparel,2138.0,3.0,12.0,5644.32,Hyderabad,Unknown,Unknown,Store,S,UPI,2023-12-05,2.0
18380,2206,T-shirt,Apparel,3391.0,2.0,15.0,5764.7,Mumbai,West,Puma Store A,Store,M,Cash,2023-10-24,1.0
18381,3975,Jacket,Apparel,4712.0,3.0,15.0,10319.28,Mumbai,North,Puma Store A,Store,M,UPI,,3.0
18382,3395,Jacket,Apparel,1551.0,4.0,14.0,5335.44,Hyderabad,South,Unknown,Store,M,Card,2023-12-09,3.0
18383,3318,Running Shoes,Unknown,9184.0,3.0,28.0,19837.44,Bangalore,West,Puma Store B,Store,Unknown,Card,,1.0
,4743,Cap,Accessories,532.0,1.0,10.0,478.8,Pune,North,Puma Store C,Unknown,M,Card,2023-07-24,1.0
18386,3953,Jacket,Apparel,1497.0,4.0,11.0,5329.32,Delhi,West,Puma Store C,Online,XL,UPI,2023-11-18,1.0
18387,,T-shirt,Unknown,4018.0,1.0,13.0,3495.66,Mumbai,South,Unknown,Store,S,UPI,2023-06-24,5.0
18388,4871,Cap,Accessories,1175.0,3.0,21.0,2784.75,Pune,North,Puma Store C,Online,S,UPI,2023-01-30,5.0
18389,4479,Sneakers,Footwear,7922.0,3.0,30.0,16636.2,Mumbai,West,Puma Store A,Online,Unknown,Card,2023-11-21,2.0
18392,1805,Unknown,Footwear,9115.0,3.0,17.0,22696.35,Mumbai,South,Puma Store C,Online,M,Card,,4.0
18394,4582,Jacket,Apparel,3029.0,4.0,9.0,11025.56,Delhi,Unknown,Puma Store B,Online,XL,Cash,2023-04-20,2.0
18395,4909,Cap,Accessories,1282.0,1.0,27.0,935.86,Pune,South,Puma Store A,Unknown,L,UPI,,1.0
